"","setname","pvalue","estimate","exp","BH"
"1","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.24998120846935,1.8178079407763,"UP",0.528369372446581
"2","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.407863362350004,0.482515946991484,"Down",0.69919433545715
"3","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.189301375185467,2.42129125623114,"UP",0.485655941855129
"4","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.373228503222163,0,"Down",0.658014233168932
"5","KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.49172532034284,0.344743794825851,"UP",0.778390719861857
"6","KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.090291384015569,0,"Down",0.332558364889026
"7","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.052427885682061,3.87824560753953,"UP",0.237843578947886
"8","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",1,0.604025939023869,"Down",1
"9","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",1,1.03617812915921,"UP",1
"10","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",1,1.03617812915921,"Down",1
"11","KEGG_GALACTOSE_METABOLISM",1,0.966934058384769,"UP",1
"12","KEGG_GALACTOSE_METABOLISM",0.443858591772068,1.61334777100949,"Down",0.7273805997322
"13","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.0779977318388143,9.68126771635628,"UP",0.293082386303423
"14","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",1,0,"Down",1
"15","KEGG_FATTY_ACID_METABOLISM",0.0172932644063411,4.85242161744794,"UP",0.134022799149144
"16","KEGG_FATTY_ACID_METABOLISM",0.228208041696478,0,"Down",0.515516190967339
"17","KEGG_STEROID_BIOSYNTHESIS",0.59811040716824,0,"UP",0.851958082321318
"18","KEGG_STEROID_BIOSYNTHESIS",0.59811040716824,0,"Down",0.851958082321318
"19","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.343466914590231,1.93549636170368,"UP",0.637455765031045
"20","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.61148604295643,0,"Down",0.851958082321318
"21","KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.0403518938775937,3.46487356258722,"UP",0.200145393632865
"22","KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.239742744724058,0,"Down",0.515516190967339
"23","KEGG_OXIDATIVE_PHOSPHORYLATION",0.000350410220122782,4.50349796166521,"UP",0.0130352601885675
"24","KEGG_OXIDATIVE_PHOSPHORYLATION",0.294246003978481,0.419316893965933,"Down",0.576317879093385
"25","KEGG_PURINE_METABOLISM",0.453390395762804,1.33321809668956,"UP",0.739742224665628
"26","KEGG_PURINE_METABOLISM",0.356435904679161,0.642566776181311,"Down",0.652530072646291
"27","KEGG_PYRIMIDINE_METABOLISM",0.0546671439726947,2.209457925155,"UP",0.245014187443885
"28","KEGG_PYRIMIDINE_METABOLISM",0.0322976976813832,0.155149107062438,"Down",0.190710214880548
"29","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.0424685327321519,2.91152426266454,"UP",0.207872291794217
"30","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",1,0.690135210831078,"Down",1
"31","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.684299471272406,1.20909940548882,"UP",0.918987015571607
"32","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",1,0.53680885882086,"Down",1
